"Extended Euclidian plus the method of m; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Extended Euclidean \ Reciprocal Subtr;                                        ;;10) Learning Aids and Visualizations
Feige Fiat Shamir Visualization         ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Feige Fiat Shamir                    ;                                        ;;10) Learning Aids and Visualizations
Fiat Shamir Visualization               ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Fiat Shamir                          ;                                        ;;10) Learning Aids and Visualizations
FORK-256                                ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Message Digests \ FORK256                             ;                                        ;;3) Hash and MAC Algorithms
Friedman Test                           ; ;C\T    ;D  ; ;                                                            ;Cryptanalysis \ Generic \ Friedman Test <br /> Cryptanalysis;[D] \ Analysis \ Friedman Test                              ;                                        ;;6) Classic Cryptanalysis
GMSS                                    ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ Signatures \ GMSSwithSHA1 (OID: 1.3.6.1.4;                                        ;;4) Digital Signatures/PKI
Graph Isomorphism Visualization         ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Graph Isomorphism                    ;                                        ;;10) Learning Aids and Visualizations
Grille Visualization                    ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Grille                               ;                                        ;;10) Learning Aids and Visualizations
Hash Algorithms Visualization           ;X;       ;D  ; ;Indiv Procedures \ Hash \ Hash Demonstration…               ;                                                            ;[D] \ Visualizations \ Hash Sensitivity                     ;                                        ;;10) Learning Aids and Visualizations
Hash Value of a File                    ;X;       ;D  ; ;Indiv. Procedures \ Hash \ Hash Value of a File…            ;                                                            ;                                                            ;                                        ;;3) Hash and MAC Algorithms
HMACs                                   ;X;C\T    ;A  ; ;Indiv. Procedures \ Hash \ Generation of HMACs…             ;Protocols \ HMAC <br /> Hash Functions \ HMAC               ;[A] \ Message Authentication Codes \ Message Authentication ;                                        ;;3) Hash and MAC Algorithms
Homomorphic Encryption Visualization    ; ;C\T    ;D  ; ;                                                            ;Modern Ciphers \ Asymmetric \ Paillier <br /> Cryptography \;[D] \ Visualizations \ Homomorphic Encryption               ;                                        ;;10) Learning Aids and Visualizations
IDEA                                    ;X;       ;D  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ IDEA…              ;                                                            ;[D] \ Block Ciphers \ Block Ciphers \ IDEA_ECB (OID: 1.3.6.1;                                        ;;2) Modern Ciphers
Inner States of the DES Visualization   ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Inner States of the Data Encryption S;                                        ;;10) Learning Aids and Visualizations
IQDSA                                   ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ Signatures \ IQDSA (OID: 1.3.6.1.4.1.8301;                                        ;;4) Digital Signatures/PKI
IQGQ                                    ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ Signatures \ IQGQ (OID: 1.3.6.1.4.1.8301.;                                        ;;4) Digital Signatures/PKI
IQRDSA                                  ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ Signatures \ IQRDSA (OID: 1.3.6.1.4.1.830;                                        ;;4) Digital Signatures/PKI
Kleptography Visualization              ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Kleptography                         ;                                        ;;10) Learning Aids and Visualizations
Lattice-Based Attacks - Merkle-Hellman  ; ;N      ;D  ; ;                                                            ;Crypto tutorials \ Lattice-based cryptography \ Lattice-base;[D] \ Visualizations \ Merkle-Hellman Knapsack Cryptosystem ;                                        ;;10) Learning Aids and Visualizations
LFSR                                    ; ;C\T    ;D  ; ;                                                            ;Protocols \ LFSR <br /> Mathematics \ Linear Feedback Shift ;[D] \ Algorithms \ Symmetric \ LFSR                         ;                                        ;;2) Modern Ciphers
Magic Door Visualization                ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Magic Door                           ;                                        ;;10) Learning Aids and Visualizations
MARS                                    ;X;       ;A  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;                                                            ;[A] \ Block Ciphers \ MARS                                  ;                                        ;;2) Modern Ciphers
McEliece Fujisaki                       ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Hybrid Ciphers \ McElieceFujisakiCipher (OID: 1.3.6.1.;                                        ;;2) Modern Ciphers
McEliece Kobara Imai                    ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Hybrid Ciphers \ McElieceKobaraImaiCipher (OID: 1.3.6.;                                        ;;2) Modern Ciphers
McEliece PKCS                           ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Asymmetric Block Ciphers \ McEliecePKCS (OID: 1.3.6.1.;                                        ;;2) Modern Ciphers
McEliece Pointcheval                    ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Hybrid Ciphers \ McEliecePointchevalCipher (OID: 1.3.6;                                        ;;2) Modern Ciphers
MD4                                     ;X;       ;A  ; ;Indiv. Procedures \ Hash \ MD4                              ;                                                            ;[A] \ Message Digests \ MD4 (OID: 1.2.840.113549.2.4)       ;                                        ;;3) Hash and MAC Algorithms
MD5                                     ;X;C\T\W  ;D  ; ;Indiv. Procedures \ Hash \ MD5                              ;Hash functions \ MD5 <br /> Codes \ RSA signed QR code <br /;[D] \ Message Digests \ MD5 (OID: 1.2.840.113549.2.5)       ;                                        ;;3) Hash and MAC Algorithms
Merkle OTS                              ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ Signatures \ MerkleOTSwithSHA1 (OID: 1.3.;                                        ;;4) Digital Signatures/PKI
Merkle Signature Scheme (MSS, XMSS, XMSS; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Merkle Signature Scheme (MerkleTree) ;                                        ;;10) Learning Aids and Visualizations
MeRSA                                   ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Asymmetric Block Ciphers \ MeRSA <br /> [A] \ Signatur;                                        ;;2) Modern Ciphers
Misty-1 (Kasumi)                        ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Block Ciphers \ Misty1                                ;                                        ;;2) Modern Ciphers
MpRSA                                   ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ RSA Cryptosystem <br /> [D] \ Visuali;                                        ;;2) Modern Ciphers
Multipartite Key Exchange Visualization ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Multipartite Key Exchange            ;                                        ;;10) Learning Aids and Visualizations
Niederreiter                            ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Asymmetric Block Ciphers \ Niederreiter               ;                                        ;;2) Modern Ciphers
Niederreiter CFS                        ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ NiederreiterCFS (OID: 1.3.6.1.4.1.8301.3.;                                        ;;4) Digital Signatures/PKI
PKCS#5                                  ; ;C\T    ;A  ; ;                                                            ;Hash functions \ PKCS#5 <br /> Codes \ AES (CBC) with PKCS#5;[A] \ Password-Based Ciphers \ PBES2 (OID: 1.2.840.113549.1.;                                        ;;3) Hash and MAC Algorithms
Public-Key Infrastructure               ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Public-Key Infrastructure            ;                                        ;;10) Learning Aids and Visualizations
RC2                                     ;X;C\T\W  ;A  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ RC2…               ;Modern Ciphers \ Symmetric \ RC2 <br /> Cryptanalysis \ Mode;[A] \ Block Ciphers \ Block Ciphers \ RC2_CBC (OID: 1.2.840.;                                        ;;2) Modern Ciphers
RC4                                     ;X;C\T    ;D  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ RC4…               ;Modern Ciphers \ Symmetric \ RC4 <br /> Cryptography \ Moder;[D] \ Algorithms \ Symmetric \ ARC4 \ Spritz                ;                                        ;;2) Modern Ciphers
RC4 / Spritz                            ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ ARC4 \ Spritz                        ;                                        ;;10) Learning Aids and Visualizations
RC5                                     ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Block Ciphers \ RC5                                   ;                                        ;;2) Modern Ciphers
RC6                                     ;X;       ;D  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;                                                            ;                                                            ;                                        ;;2) Modern Ciphers
RIPEMD-160                              ;X;C\T    ;A  ; ;Indiv. Procedures \ Hash \ RIPEMD-160                       ;Hash functions \ RIPEMD160 <br /> Hash Functions \ RIPEMD160;[A] \ Message Digests \ RIPEMD128 (OID: 1.3.36.3.2.2) <br />;                                        ;;3) Hash and MAC Algorithms
RSA                                     ;X;C\T\W  ;A  ; ;Encrypt \ Decrypt \ Asymmetric \ RSA  <br /> Indiv. Procedur;Modern Ciphers \ Asymmetric \ RSA <br /> Codes \ RSA signed ;[A] \ Asymmetric Block Ciphers \ RSA (OID: 1.2.840.113549.1.;                                        ;;2) Modern Ciphers <br \>4) Digital Signatures/PKI
RSA Visualization                       ;X;       ;D  ; ;Indiv. Procedures \ RSA Cryptosystem \                      ;                                                            ;[D] \ Visualizations \ RSA Cryptosystem <br /> [D] \ Visuali;                                        ;;10) Learning Aids and Visualizations
RSASSA-PSS                              ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Algorithms \ Signatures \ RSASSA-PSS                  ;                                        ;;4) Digital Signatures/PKI
SAFER+                                  ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Block Ciphers \ SAFER+                                ;                                        ;;2) Modern Ciphers
SAFER++                                 ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Block Ciphers \ SAFER++                               ;                                        ;;2) Modern Ciphers
Serpent                                 ;X;       ;A  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;                                                            ;[A] \ Block Ciphers \ Block Ciphers \ Serpent128_CBC (OID: 1;                                        ;;2) Modern Ciphers
SHA                                     ; ;C\T    ;D  ; ;                                                            ;Hash functions \ SHA <br /> Hash Functions \ SHA-1 Collision;[D] \ Algorithms \ Hash \ SHA                               ;                                        ;;3) Hash and MAC Algorithms
SHA with DSA                            ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ Signatures \ SHAwithDSA (OID: 1.3.14.3.2.;                                        ;;4) Digital Signatures/PKI
SHA-1                                   ;X;C      ;D  ; ;Indiv. Procedures \ Hash \ SHA-1                            ;Hash functions \ SHA                                        ;[D] \ Message Digests \ SHA1 (OID: 1.3.14.3.2.26)           ;                                        ;;3) Hash and MAC Algorithms
SHA-1 (PRNG)                            ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Pseudo Random Number Generators \ SHA1PRNG            ;                                        ;;5) Random Number Generators
SHA-256                                 ;X;C      ;D  ; ;Indiv. Procedures \ Hash \ SHA-256                          ;Hash functions \ SHA                                        ;                                                            ;                                        ;;3) Hash and MAC Algorithms
SHA-3 Candidates                        ; ;C      ;D  ; ;                                                            ;Hash functions \ SHA                                        ;[D] \ Algorithms \ Hash \ SHA3-Candidates                   ;                                        ;;3) Hash and MAC Algorithms
SHA-384                                 ; ;C      ;A  ; ;                                                            ;Hash functions \ SHA                                        ;[A] \ Message Digests \ SHA384 (OID: 2.16.840.1.101.3.4.2.2);                                        ;;3) Hash and MAC Algorithms
SHA-512                                 ;X;C      ;A  ; ;Indiv. Procedures \ Hash \ SHA-512                          ;Hash functions \ SHA                                        ;[A] \ Message Digests \ SHA512 (OID: 2.16.840.1.101.3.4.2.3);                                        ;;3) Hash and MAC Algorithms
Shacal                                  ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Block Ciphers \ Shacal                                ;                                        ;;2) Modern Ciphers
Shacal2                                 ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Block Ciphers \ Shacal2                               ;                                        ;;2) Modern Ciphers
Shamir's Secret Sharing Visualization   ;X;       ;D  ; ;Indiv. Procedures \ Secret Sharing Demonstration (Shamir)…  ;                                                            ;[D] \ Visualizations \ Shamir's Secret Sharing <br /> [D] \ ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Signatur Verification                   ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Signature Verification               ;                                        ;;10) Learning Aids and Visualizations
Simple Power Analysis Visualization     ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Simple Power Analysis \ Square and Mu;                                        ;;10) Learning Aids and Visualizations
Solving Discrete Logarithm with Babystep; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Shanks Babystep-Giantstep            ;                                        ;;10) Learning Aids and Visualizations
SSL (MD5 and SHA1 with RSA)             ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Signatures \ SSL_MD5andSHA1withRSA                    ;                                        ;;4) Digital Signatures/PKI
SSL/TLS Handshake                       ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ SSL \ TLS Handshake                  ;                                        ;;10) Learning Aids and Visualizations
Substitution Analysis                   ;X;       ;D  ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only ;                                                            ;[D] \ Analysis \ Substitution Analysis                      ;                                        ;;6) Classic Cryptanalysis
Sudoku Solver                           ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Games \ Sudoku-Solver                                 ;                                        ;;11) Games
Tiger                                   ; ;C\T    ;A  ; ;                                                            ;Hash Functions \ Tiger                                      ;[A] \ Message Digests \ Tiger (OID: 1.3.6.1.4.1.11591.12.2) ;                                        ;;3) Hash and MAC Algorithms
Transposition (Double Column)           ;X;C      ;D  ; ;Encrypt \ Decrypt \ Symmetric (classic) \ Permutation \ Tran;Classic Ciphers \ Transposition                             ;[D] \ Algorithms \ Classic \ Transposition                  ;                                        ;;1) Classic Ciphers
Transposition Analysis                  ;X;C\T\W  ;D  ; ;Analysis \ Symmetric Encryption (classic) \ Known Plaintext ;Cryptanalysis \ Specific \ Transposition Analyzer <br /> Cry;[D] \ Analysis \ Transposition Analysis                     ;                                        ;;6) Classic Cryptanalysis
Two-Track MAC                           ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Message Authentication Codes \ Message Authentication ;                                        ;;3) Hash and MAC Algorithms
Twofish                                 ;X;C\T\W  ;A  ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;Modern Ciphers \ Symmetric \ Twofish <br /> Cryptography \ M;[A] \ Block Ciphers \ Twofish                               ;                                        ;;2) Modern Ciphers
Verifiable Secret Sharing (VSS) Visualiz; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ Verifiable Secret Sharing            ;                                        ;;10) Learning Aids and Visualizations
Viterbi Analysis                        ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Analysis \ Viterbi Analysis                           ;                                        ;;6) Classic Cryptanalysis
Viterbi Visualization                   ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visuals \ Viterbi                                     ;                                        ;;10) Learning Aids and Visualizations
VSH                                     ; ;       ;A  ; ;                                                            ;                                                            ;[A] \ Message Digests \ VSH                                 ;                                        ;;3) Hash and MAC Algorithms
WOTS/WOTS+                              ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Visualizations \ WOTS \ WOTS+                         ;                                        ;;10) Learning Aids and Visualizations
XML Security                            ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Algorithms \ XML Security \                           ;                                        ;;2) Modern Ciphers
XOR                                     ;X;C\T\W  ;D  ; ;Encrypt \ Decrypt \ Symmetric (classic) \ XOR…              ;Classic Ciphers \ XOR <br /> Cryptography \ Classical \ One ;[D] \ Algorithms \ Classic \ XOR                            ;                                        ;;1) Classic Ciphers
Zudo-Ku (Zero-Knowledge Proof)          ; ;       ;D  ; ;                                                            ;                                                            ;[D] \ Games \ Zudo-Ku                                       ;                                        ;;11) Games
3DES Brute-Force Attack                 ;X;C\T    ;   ; ;Analysis \ Symmetric Encryption (modern) \ Triple DES…      ;Cryptanalysis \ Specific \ KeySearcher <br /> Cryptanalysis ;                                                            ;                                        ;;7) Modern Cryptanalysis
ADFGVX Analysis                         ;X;       ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
AES Brute-Force Attack                  ;X;C\T\W  ;   ; ;Analysis \ Symmetric Encryption (modern) \ AES (CBC)…       ;Cryptanalysis \ Specific \ KeySearcher <br /> Cryptanalysis ;                                                            ;                                        ;;7) Modern Cryptanalysis
AES Visualization                       ;X;C\T    ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ AES \     ;Modern Ciphers \ Symmetric \ AES Visualization <br /> Crypto;                                                            ;                                        ;;10) Learning Aids and Visualizations
ASN.1                                   ;X;       ;   ; ;Indiv. Procedures \ Tools \ Codes \ Decode ASN.1 Code of a D;                                                            ;                                                            ;                                        ;;9) Codings
Atbash                                  ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (classic) \ Substitution \ Atb;                                                            ;                                                            ;                                        ;;1) Classic Ciphers
Authentication Methods in Networks Visua;X;       ;   ; ;Indiv. Procedures \ Protocols \ Network Authentication…     ;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Byte Addition                           ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (classic) \ Byte Addition…    ;                                                            ;                                                            ;                                        ;;1) Classic Ciphers
Byte Addition Analysis                  ;X;       ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Caesar Analysis                         ;X;C\T\W  ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only ;Cryptanalysis \ Specific \ Caesar Analyzer <br /> Cryptanaly;                                                            ;                                        ;;6) Classic Cryptanalysis
Caesar Visualization                    ;X;       ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ Caesar…   ;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations
DES                                     ;X;C\T\W  ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ DES…               ;Modern Ciphers \ Symmetric \ DES <br /> Cryptanalysis \ Mode;                                                            ;                                        ;;2) Modern Ciphers
DES Brute-Force Attack                  ;X;C\T\W  ;   ; ;Analysis \ Symmetric Encryption (modern) \ DES…             ;Cryptanalysis \ Specific \ KeySearcher <br /> Cryptanalysis ;                                                            ;                                        ;;7) Modern Cryptanalysis
DES Visualization                       ;X;C\T    ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ DES…      ;Modern Ciphers \ Symmetric \ DESVisualization <br /> Cryptog;                                                            ;                                        ;;10) Learning Aids and Visualizations
DESL                                    ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;                                                            ;                                                            ;                                        ;;2) Modern Ciphers
DESL Brute-Force Attack                 ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
DESX                                    ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;                                                            ;                                                            ;                                        ;;2) Modern Ciphers
DESX Brute-Force Attack                 ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
DESXL                                   ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms ;                                                            ;                                                            ;                                        ;;2) Modern Ciphers
DESXL Brute-Force Attack                ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Display/Export Keys                     ;X;       ;   ; ;Digital Signatures \ PKI \ Display \ Export Keys…           ;                                                            ;                                                            ;                                        ;;4) Digital Signatures/PKI
ECC-AES                                 ;X;       ;   ; ;Encrypt \ Decrypt \ Hybrid \ ECC-AES…                       ;                                                            ;                                                            ;                                        ;;2) Modern Ciphers
Enigma Visualization                    ;X;C      ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ Enigma…   ;Classic Ciphers \ Enigma                                    ;                                                            ;                                        ;;10) Learning Aids and Visualizations
Extract Signature                       ;X;       ;   ; ;Digital Signatures \ PKI \ Extract Signature…               ;                                                            ;                                                            ;                                        ;;4) Digital Signatures/PKI
Factorization of a Number               ;X;N\C\T  ;   ; ;Indiv. Procedures \ RSA Cryptosystem \ Factorization of a Nu;Crypto tutorials \ World of Primes \ Factorization \ Quadrat;                                                            ;                                        ;;12) Prime numbers
FIPS PUB-140-1                          ;X;       ;   ; ;Analysis \ Analyze Randomness \ FIPS PUB-140-1 Test Battery ;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Generate/Import Keys                    ;X;       ;   ; ;Digital Signatures \ PKI \ Generate \ Import Keys…          ;                                                            ;                                                            ;                                        ;;4) Digital Signatures/PKI
Generation of Prime Numbers             ;X;C\T\W\N;   ; ;Indiv. Procedures \ RSA Cryptosystem \ Generate Prime Number;Tools \ Data input \ output \ Prime Generator <br /> Codes \;                                                            ;                                        ;;12) Prime numbers
Hash Collisions                         ;X;       ;   ; ;Analysis \ Hash \ Attack on the Hash Value of the Digital Si;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Hill Analysis                           ;X;       ;   ; ;Analysis \ Symmetric encryption (classic) \ Known Plaintext ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Histogram                               ;X;       ;   ; ;Analysis \ Tools for Analysis \ Histogram                   ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
IDEA Brute-Force Attack                 ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ IDEA…            ;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Inverse Congruence Generator (ICG) (PRNG;X;       ;   ; ;Indiv. Procedures \ Tools \ Generate Random Numbers…        ;                                                            ;                                                            ;                                        ;;5) Random Number Generators
Key Generation from Password (PKCS#5)   ;X;       ;   ; ;Indiv. Procedures \ Hash \ Key Generation from Password (PKC;                                                            ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Length of a number                      ;X;       ;   ; ;Indiv. Procedures \ Tools \ Length of a number…             ;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations
Linear Congruence Generator (LCG) (PRNG);X;       ;   ; ;Indiv. Procedures \ Tools \ Generate Random Numbers…        ;                                                            ;                                                            ;                                        ;;5) Random Number Generators
MARS Brute-Force Attack                 ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
MD2                                     ;X;       ;   ; ;Indiv. Procedures \ Hash \ MD2                              ;                                                            ;                                                            ;                                        ;;3) Hash and MAC Algorithms
Nihilist Visualization                  ;X;       ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ Nihilist… ;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations
Number Theory                           ;X;N      ;   ; ;Indiv. Procedures \ Number Theory - Interactive \  <br /> In;Crypto tutorials \ World of Primes \ Number theory \ Goldbac;                                                            ;                                        ;;10) Learning Aids and Visualizations
Periodicity Analysis                    ;X;       ;   ; ;Analysis \ Tools for Analysis \ Periodicity                 ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Playfair Analysis                       ;X;       ;   ; ;Analysis \ Symmetric Encryption (classic) \ Manual Analysis ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Poker Test                              ;X;       ;   ; ;Analysis \ Analyze Randomness \ Poker Test…                 ;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Prime Number Test                       ;X;C\T\W\N;   ; ;Indiv. Procedures \ RSA Cryptosystem \ Prime Number Test… \ ;Cryptanalysis \ Generic \ Prime Test <br /> Mathematics \ Pr;                                                            ;                                        ;;12) Prime numbers
Prime Number Tutorial                   ;X;N      ;   ; ;Indiv. Procedures \ RSA Cryptosystem \ Prime Number Test… <b;Crypto Tutorials \ World of Primes                          ;                                                            ;                                        ;;12) Prime numbers
Randomness Visualization                ;X;       ;   ; ;Analysis \ Analyze Randomness \ 3D Visualization…           ;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations
RC2 Brute-Force Attack                  ;X;C      ;   ; ;Analysis \ Symmetric Encryption (modern) \ RC2…             ;Cryptanalysis \ Specific \ KeySearcher                      ;                                                            ;                                        ;;7) Modern Cryptanalysis
RC4 Brute-Force Attack                  ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ RC4…             ;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
RC6 Brute-Force Attack                  ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
RSA Attacks                             ;X;W      ;   ; ;"Analysis \ Asymmetric Encryption \ Lattice-Based Attacks on;Start \ Cryptanalysis \ Modern Encryption \ Asymmetric Encry;                                                            ;                                        ;;7) Modern Cryptanalysis
RSA-AES                                 ;X;       ;   ; ;Encrypt \ Decrypt \ Hybrid \ RSA-AES…                       ;                                                            ;                                                            ;                                        ;;2) Modern Ciphers
Runs Test                               ;X;       ;   ; ;Analysis \ Analyze Randomness \ Runs Test…                  ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Secude Library Random Number Generator  ;X;       ;   ; ;Indiv. Procedures \ Tools \ Generate Random Numbers…        ;                                                            ;                                                            ;                                        ;;5) Random Number Generators
Secure Email (S/MIME) Visualization     ;X;       ;   ; ;Indiv. Procedures \ Protocols \ Secure E-Mail with S \ MIME…;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations <br \>13) Protocols
Serial Test                             ;X;       ;   ; ;Analysis \ Analyze Randomness \ Serial Test…                ;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Serpent Brute-Force Attack              ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Solitaire                               ;X;C\T    ;   ; ;Encrypt \ Decrypt \ Symmetric (classic) \ Solitaire…        ;Classic Ciphers \ Solitaire <br /> Cryptography \ Classical ;                                                            ;                                        ;;1) Classic Ciphers
Solitaire Analysis                      ;X;C\T    ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only ;Cryptanalysis \ Specific \ SolitaireAnalyser <br /> Cryptana;                                                            ;                                        ;;6) Classic Cryptanalysis
Twofish Brute-Force Attack              ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithm;                                                            ;                                                            ;                                        ;;7) Modern Cryptanalysis
Unzip                                   ;X;       ;   ; ;Indiv. Procedures \ Tools \ Compress \ UnZip                ;                                                            ;                                                            ;                                        ;;9) Codings
UU Decode                               ;X;       ;   ; ;Indiv. Procedures \ Tools \ Codes \ UU Encode \ Decode \ UU ;                                                            ;                                                            ;                                        ;;9) Codings
UU Encode                               ;X;       ;   ; ;Indiv. Procedures \ Tools \ Codes \ UU Encode \ Decode \ UU ;                                                            ;                                                            ;                                        ;;9) Codings
Verify Signature                        ;X;       ;   ; ;Digital Signatures \ PKI \ Verify Signature…                ;                                                            ;                                                            ;                                        ;;4) Digital Signatures/PKI
Vernam                                  ;X;C      ;   ; ;Encrypt \ Decrypt \ Symmetric (classic) \ Vernam \ OTP…     ;Classic Ciphers \ Vernam                                    ;                                                            ;                                        ;;1) Classic Ciphers
Vernam Analysis                         ;X;       ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only ;                                                            ;                                                            ;                                        ;;6) Classic Cryptanalysis
Vigenère Visualization                  ;X;       ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ Vigenère… ;                                                            ;                                                            ;                                        ;;10) Learning Aids and Visualizations
