Authentication Methods in Networks Visualization                                                                                               ;X;       ;   ; ;Indiv. Procedures \ Protocols \ Network Authentication…                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations', '13) Protocols']
Byte Addition                                                                                                                                  ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (classic) \ Byte Addition…                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['1) Classic Ciphers']
Byte Addition Analysis                                                                                                                         ;X;       ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only \ Byte Addition                                                                                                                                                                                                                                                                                                                                                                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['6) Classic Cryptanalysis']
Caesar Analysis                                                                                                                                ;X;C\T\W  ;   ; ;Analysis \ Symmetric Encryption (classic) \ Ciphertext-Only \ Caesar                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;Cryptanalysis \ Specific \ Caesar Analyzer <br /> Cryptanalysis \ Classical \ Caesar Analysis using character frequencies <br /> Cryptanalysis \ Classical \ Caesar Brute-force Analysis <br /> Cryptanalysis \ Classic Encryption \ Caesar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['6) Classic Cryptanalysis']
Caesar Visualization                                                                                                                           ;X;       ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ Caesar…                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
DES                                                                                                                                            ;X;C\T\W  ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ DES…                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Modern Ciphers \ Symmetric \ DES <br /> Cryptanalysis \ Modern \ DES Analysis using Entropy <br /> Cryptanalysis \ Modern \ DES Known-Plaintext Analysis <br /> Cryptanalysis \ Modern \ DES Brute-force Analysis <br /> Cryptanalysis \ Modern \ Triple DES Brute-force Analysis <br /> Cryptanalysis \ Modern \ Padding Oracle Attack on DES <br /> Cryptography \ Modern \ Symmetric \ Block Modes of Symmetric Ciphers <br /> Cryptography \ Modern \ Symmetric \ DES Cipher <br /> Cryptography \ Modern \ Symmetric \ DES Complementation Property <br /> Cryptography \ Modern \ Symmetric \ Triple DES Cipher <br /> Encryption \ Decryption \ Modern Encryption \ Decryption \ Symmetric Encryption \ Decryption \ DES <br /> Cryptanalysis \ Modern Encryption \ Symmetric Encryption \ DES \ Ciphertext-only                                                                                                                                                                                                                                                       ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['2) Modern Ciphers']
DES Brute-Force Attack                                                                                                                         ;X;C\T\W  ;   ; ;Analysis \ Symmetric Encryption (modern) \ DES…                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Cryptanalysis \ Specific \ KeySearcher <br /> Cryptanalysis \ Modern \ DES* <br /> Start \ Cryptanalysis \ Modern Encryption \ Symmetric Encryption \ DES*                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['7) Modern Cryptanalysis']
DES Visualization                                                                                                                              ;X;C\T    ;   ; ;Indiv. Procedures \ Visualization of Algorithms \ DES…                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Modern Ciphers \ Symmetric \ DESVisualization <br /> Cryptography \ Modern \ Symmetric \ DES Visualization                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['10) Learning Aids and Visualizations']
DESL                                                                                                                                           ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms \ DESL…                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['2) Modern Ciphers']
DESL Brute-Force Attack                                                                                                                        ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithms \ DESL…                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['7) Modern Cryptanalysis']
DESX                                                                                                                                           ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms \ DESX…                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['2) Modern Ciphers']
DESX Brute-Force Attack                                                                                                                        ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithms \ DESX…                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['7) Modern Cryptanalysis']
DESXL                                                                                                                                          ;X;       ;   ; ;Encrypt \ Decrypt \ Symmetric (modern) \ Further Algorithms \ DESXL…                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['2) Modern Ciphers']
DESXL Brute-Force Attack                                                                                                                       ;X;       ;   ; ;Analysis \ Symmetric Encryption (modern) \ Further Algorithms \ DESXL…                                                                                                                                                                                                                                                                                                                                                                                                                                               ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['7) Modern Cryptanalysis']
Display/Export Keys                                                                                                                            ;X;       ;   ; ;Digital Signatures \ PKI \ Display \ Export Keys…                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                        ;;['4) Digital Signatures/PKI']
